Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,attack_type
80,1283964,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,9060.222872,6.230704288,183423.4286,484798.0767,1282842,4,887,443.5,495.6818536,794,93,1283866,320966.5,641250.4414,1282842,4,0,0,0,0,72,112,2.336514108,3.89419018,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1155546,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,20.76940252,3.461567086,385182.0,666563.3021,1154863,275,1155546,385182.0,666563.3021,1154863,275,0,0.0,0.0,0,0,0,0,0,0,80,0,3.461567086,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1280276,2,5,20,11607,20,0,10.0,14.14213562,7215,0,2321.4,3327.769794,9081.635522,5.467571055,213379.3333,522146.3587,1279206,4,837,837.0,0.0,837,837,1280147,320036.75,639446.2534,1279206,4,0,0,0,0,52,112,1.562163159,3.905407896,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1159857,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,20.69220602,3.448701004,386619.0,669105.0853,1159235,260,1159857,386619.0,669105.0853,1159235,260,0,0.0,0.0,0,0,0,0,0,0,80,0,3.448701004,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1283607,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,9062.742724,7.011491835,160450.875,453435.7788,1282647,3,866,433.0,543.058008,817,49,1283544,256708.8,573516.9945,1282647,3,0,0,0,0,72,132,2.337163945,4.67432789,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1156532,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,20.75169559,3.458615931,385510.6667,667141.2265,1155859,327,1156532,385510.6667,667141.2265,1155859,327,0,0.0,0.0,0,0,0,0,0,0,80,0,3.458615931,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,978812,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11884.81547,9.194819843,122351.5,345323.1025,976982,3,1312,656.0,923.4814562,1309,3,978726,195745.2,436724.9363,976982,17,0,0,0,0,72,132,3.064939948,6.129879895,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1111691,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,26.98591605,4.497652675,277922.75,553174.3777,1107684,989,1111691,277922.75,553174.3777,1107684,989,0,0.0,0.0,0,0,0,0,0,0,100,0,4.497652675,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1110608,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,27.01223114,4.502038523,277652.0,553297.2795,1107597,1,1110608,277652.0,553297.2795,1107597,1,0,0.0,0.0,0,0,0,0,0,0,100,0,4.502038523,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,979014,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11882.36328,9.192922675,122376.75,345126.9265,976521,16,2027,1013.5,1257.942964,1903,124,978920,195784.0,436457.1212,976541,16,0,0,0,0,72,132,3.064307558,6.128615117,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1108406,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,27.06589463,4.510982438,277101.5,551712.1696,1104668,3,1108406,277101.5,551712.1696,1104668,3,0,0.0,0.0,0,0,0,0,0,0,100,0,4.510982438,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,751843,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,15472.64522,11.97058428,93980.375,265360.6455,750714,3,1023,511.5,680.9438303,993,30,751785,150357.0,335610.0345,750714,3,0,0,0,0,72,132,3.990194761,7.980389523,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1079730,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.22777917,3.704629861,359910.0,622830.7499,1079093,270,1079730,359910.0,622830.7499,1079093,270,0,0.0,0.0,0,0,0,0,0,0,80,0,3.704629861,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,84219,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,138127.9759,106.8642468,10527.375,29402.79218,83294,3,781,390.5,415.0716806,684,97,84134,16826.8,37157.71486,83294,3,0,0,0,0,72,132,35.6214156,71.24283119,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1073381,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.35925547,3.726542579,357793.6667,619059.4962,1072622,365,1073381,357793.6667,619059.4962,1072622,365,0,0.0,0.0,0,0,0,0,0,0,80,0,3.726542579,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,88510,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,131431.4767,90.3852672,12644.28571,32972.37481,87417,4,835,417.5,519.7234842,785,50,88376,22094.0,43550.00543,87417,4,0,0,0,0,72,112,33.8944752,56.490792,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1069288,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.4448418,3.740806967,356429.3333,616770.0172,1068614,270,1069288,356429.3333,616770.0172,1068614,270,0,0.0,0.0,0,0,0,0,0,0,80,0,3.740806967,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,73799,2,5,20,11607,20,0,10.0,14.14213562,7215,0,2321.4,3327.769794,157549.5603,94.85223377,12299.83333,29587.75052,72693,5,869,869.0,0.0,869,869,73688,18422.0,36182.4256,72693,5,0,0,0,0,52,112,27.10063822,67.75159555,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1069413,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.4422183,3.740369717,356471.0,616668.9901,1068539,311,1069413,356471.0,616668.9901,1068539,311,0,0.0,0.0,0,0,0,0,0,0,80,0,3.740369717,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,81441,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,142839.6017,110.5094486,10180.125,28380.79002,80417,3,896,448.0,591.1412691,866,30,81218,16243.6,35875.34846,80417,3,0,0,0,0,72,132,36.83648285,73.67296571,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1060995,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.62027625,3.770046042,353665.0,611959.5321,1060295,315,1060995,353665.0,611959.5321,1060295,315,0,0.0,0.0,0,0,0,0,0,0,80,0,3.770046042,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,87517,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,132922.7464,102.8371631,10939.625,30561.076,86572,4,832,416.0,582.6559877,828,4,87419,17483.8,38622.89967,86572,4,0,0,0,0,72,132,34.27905436,68.55810871,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1054392,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.76193294,3.793655491,351464.0,608126.5047,1053668,312,1054392,351464.0,608126.5047,1053668,312,0,0.0,0.0,0,0,0,0,0,0,80,0,3.793655491,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,61898,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,187938.2209,129.2448867,8842.571429,22654.39966,60208,3,1431,715.5,874.6910883,1334,97,61836,15459.0,29839.98091,60208,3,0,0,0,0,72,112,48.46683253,80.77805422,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1034605,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,23.19725886,3.86620981,344868.3333,596693.8139,1033871,327,1034605,344868.3333,596693.8139,1033871,327,0,0.0,0.0,0,0,0,0,0,0,80,0,3.86620981,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,57711,2,6,20,11607,20,0,10.0,14.14213562,4380,0,1934.5,2177.344966,201469.3906,138.6217532,8244.428571,21120.63981,56131,16,1261,1261.0,0.0,1261,1261,57695,11539.0,24933.39519,56131,17,0,0,0,0,52,132,34.6554383,103.9663149,0,4380,1291.888889,1972.862923,3892188.111,0,0,0,1,0,0,0,0,3,1453.375,10.0,1934.5,52,0,0,0,0,0,0,2,20,6,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1038982,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,23.09953397,3.849922328,346327.3333,599143.7985,1038159,409,1038982,346327.3333,599143.7985,1038159,409,0,0.0,0.0,0,0,0,0,0,0,80,0,3.849922328,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,59805,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,194515.5087,150.4890895,7475.625,20478.02003,58146,16,1301,650.5,850.6494578,1252,49,59784,11956.8,25826.74694,58146,16,0,0,0,0,72,132,50.16302985,100.3260597,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,1035590,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,23.17519482,3.862532469,345196.6667,597232.1922,1034821,360,1035590,345196.6667,597232.1922,1034821,360,0,0.0,0.0,0,0,0,0,0,0,80,0,3.862532469,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,187905,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1964.053328,61908.94335,53.21838163,20878.33333,62169.66782,186663,2,862,431.0,603.8691911,858,4,187785,31297.5,76113.87457,186663,2,0,0,0,0,72,152,15.96551449,37.25286714,0,4380,1057.545455,1734.62119,3008910.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,878308,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,27.32526631,4.554211051,292769.3333,506355.2483,877458,326,878308,292769.3333,506355.2483,877458,326,0,0.0,0.0,0,0,0,0,0,0,80,0,4.554211051,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,867650,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,13407.47997,10.37284619,108456.25,306098.167,866010,14,1280,640.0,823.0722933,1222,58,867568,173513.6,387117.6235,866010,14,0,0,0,0,72,132,3.457615398,6.915230796,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,181027,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,132.5769084,22.0961514,60342.33333,103867.3409,180278,337,181027,60342.33333,103867.3409,180278,337,0,0.0,0.0,0,0,0,0,0,0,80,0,22.0961514,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,174552,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,137.4948439,22.91580732,58184.0,100159.3364,173838,274,174552,58184.0,100159.3364,173838,274,0,0.0,0.0,0,0,0,0,0,0,80,0,22.91580732,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,879840,2,5,20,11607,20,0,10.0,14.14213562,7215,0,2321.4,3327.769794,13214.90271,7.955991999,146640.0,357972.8321,877347,4,2251,2251.0,0.0,2251,2251,879753,219938.25,438273.6922,877347,4,0,0,0,0,52,112,2.273140571,5.682851428,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,169685,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,141.4385479,23.57309132,56561.66667,97308.63927,168924,352,169685,56561.66667,97308.63927,168924,352,0,0.0,0.0,0,0,0,0,0,0,80,0,23.57309132,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,883398,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,13168.46993,9.05594081,126199.7143,332756.7518,880819,3,2344,1172.0,1606.546607,2308,36,883270,220817.5,440002.2471,880819,3,0,0,0,0,72,112,3.395977804,5.659963006,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,166147,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,144.4503963,24.07506606,55382.33333,95317.93798,165446,315,166147,55382.33333,95317.93798,165446,315,0,0.0,0.0,0,0,0,0,0,0,80,0,24.07506606,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,913558,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12733.729,9.851591251,114194.75,322438.5971,912189,3,1224,612.0,859.8418459,1220,4,913470,182694.0,407800.4299,912189,3,0,0,0,0,72,132,3.28386375,6.567727501,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,120035,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,199.9416837,33.32361395,40011.66667,69164.58383,119876,3,120035,40011.66667,69164.58383,119876,3,0,0.0,0.0,0,0,0,0,0,0,80,0,33.32361395,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,918244,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12668.746,9.801316426,114780.5,324270.5609,917309,3,868,434.0,441.2346315,746,122,918177,183635.4,410141.7363,917319,3,0,0,0,0,72,132,3.267105475,6.53421095,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,100015,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,239.9640054,39.9940009,33338.33333,57098.58494,99270,273,100015,33338.33333,57098.58494,99270,273,0,0.0,0.0,0,0,0,0,0,0,80,0,39.9940009,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,919692,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12648.79982,9.78588484,114961.5,324791.4036,918779,4,784,392.0,476.5899705,729,55,919672,183934.4,410790.7659,918779,4,0,0,0,0,72,132,3.261961613,6.523923226,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,99501,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,241.203606,40.200601,33167.0,56828.60899,98787,307,99501,33167.0,56828.60899,98787,307,0,0.0,0.0,0,0,0,0,0,0,80,0,40.200601,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,922105,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,12615.69995,8.675801563,131729.2857,348052.0609,921037,46,820,410.0,452.54834,730,90,922059,230514.75,460348.293,921037,99,0,0,0,0,72,112,3.253425586,5.422375977,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,96438,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,373.2968332,62.21613887,19287.6,41865.9417,94177,317,96438,19287.6,41865.9417,94177,317,0,0.0,0.0,0,0,0,0,0,0,120,0,62.21613887,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,847278,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,13729.85018,10.62225149,105909.75,299104.3683,846155,3,997,498.5,692.2575388,988,9,847088,169417.6,378307.8835,846155,3,0,0,0,0,72,132,3.540750497,7.081500995,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,9677301,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.480030331,0.413338388,3225767.0,5586502.984,9676505,234,9677301,3225767.0,5586502.984,9676505,234,0,0.0,0.0,0,0,0,0,0,0,80,0,0.413338388,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,796.0,0.0,796,796,9676505.0,0.0,9676505,9676505,DDoS,DDoS
80,821607,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,14158.8375,10.95414231,102700.875,290044.5155,820524,3,951,475.5,668.2159082,948,3,821588,164317.6,366830.7719,820524,3,0,0,0,0,72,132,3.65138077,7.302761539,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,9672672,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.481217186,0.413536198,3224224.0,5583967.259,9672034,319,9672672,3224224.0,5583967.259,9672034,319,0,0.0,0.0,0,0,0,0,0,0,80,0,0.413536198,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,638.0,0.0,638,638,9672034.0,0.0,9672034,9672034,DDoS,DDoS
80,157322,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,73943.88579,57.20751071,19665.25,55205.6159,156291,3,857,428.5,523.9661249,799,58,157225,31445.0,69792.0021,156291,3,0,0,0,0,72,132,19.06917024,38.13834047,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,9664180,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.483397453,0.413899576,3221393.333,5578347.337,9662714,475,9664180,3221393.333,5578347.337,9662714,475,0,0.0,0.0,0,0,0,0,0,0,80,0,0.413899576,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1466.0,0.0,1466,1466,9662714.0,0.0,9662714,9662714,DDoS,DDoS
80,157837,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,73702.61726,57.02085062,19729.625,55362.61581,156744,11,846,423.0,517.6021638,789,57,157735,31547.0,69988.3155,156744,11,0,0,0,0,72,132,19.00695021,38.01390042,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
